cut	rank	people	max_dist	min_dist	median_dist	with_qid	farthest	farthest_geni
60	132	16	63	60	62	0	Bina Gitter | Max Neustein | Morris Chachkes | Abraham Gitter | Clara Chachkes	6000000089876476861 | 6000000089813128859 | 6000000089929881877 | 6000000089875979852 | 6000000089930644833
60	133	16	62	60	60	0	(no label) | (no label) | (no label) | Isabelle | (no label)	6000000174101984845 | 6000000174101984836 | 6000000174101984829 | 6000000171718407858 | 6000000174102134050
60	134	16	62	60	61	0	(private) | (no label) | (no label) | (no label) | (no label)	6000000218720174927 | 6000000218720034940 | 6000000218720475823 | 6000000219087910830 | 6000000218661834881
60	135	15	68	60	64	0	Bhalad | Udakswan | Saraswati | Vishwaksena | Brahmdat	6000000009708833898 | 6000000009708651181 | 6000000009709086628 | 6000000009709200526 | 6000000009709056608
60	136	15	68	60	62	0	Roi NABU-MUKIN-APLI de Babylone | Roi SHAMASH-MUDAMMIQ de Babylone | Roi NABU-SHUMA-UKIN de Babylone | Roi NABU-APLA-IDDINA de Babylone | MARDUK-ZERA-UBALLIT de Babylone	6000000002876347353 | 6000000002876315288 | 6000000002876428367 | 6000000002876299717 | 6000000002876493282
60	137	15	67	60	63	0	Aysir Al-Qaydari | Aqnad Al-Qaydari | Deeshan Al-Qaydari | Ayfi Al-Qaydari | Ibham Al-Qaydari	6000000004533752736 | 6000000007825346762 | 6000000005246968657 | 6000000007825319674 | 6000000004533752754
60	138	15	64	60	62	14	可封 魯 | 張 | 德成 張 | 求成 張 | 用成 張	6000000075059047940 | 6000000075853449879 | 6000000074473342845 | 6000000074472272100 | 6000000074473293924
60	139	15	64	60	62	0	國器 TAN 陳 | 國珙 TAN 陳 | 國用 TAN 陳 | 國賓 TAN 陳 | 仕一 TAN 陳	6000000039640158799 | 6000000039640662059 | 6000000039640101206 | 6000000039640152623 | 6000000039640281498
60	140	15	63	60	61	0	In-Heung Lee | Mrs. Lee | Gi-Cheom Lee | Mrs. Lee | 이돈의 처	6000000182969807872 | 6000000182969807867 | 6000000182969807861 | 6000000182969807856 | 6000000182969802822
60	141	15	61	60	60	0	(no label) | Madhyandinan | Nisithan | Pradhoshan | Prathar	6000000012611989333 | 6000000012611775021 | 6000000012611621694 | 6000000012611969284 | 6000000012611708608
60	142	15	61	60	61	0	Albert Abraham Assoun | Alice Assoun | Esther Guershoni | Henri Isaac Assoun | Hermance Bueno	6000000041114191088 | 6000000031713471013 | 6000000148882569859 | 6000000041114170197 | 6000000148882478857
60	143	14	69	60	66	0	良徳 Chan 陳 | 良扩 Chén 陳 | 祁贤 Chén 陳 | 笃贤 Chan | 发品 Chén 陳	6000000004840955590 | 6000000005792149273 | 6000000005792198264 | 6000000004841078475 | 6000000004840776944
60	144	14	67	60	62	0	of ASSYRIA | Nabu-shuma-ukin I King of BABYLON | Nabu-apla-iddina King of Babylon | Marduk-zera-uballit Prince of BABYLON | Marduk-zera-uballit of Babylon	6000000042912238382 | 6000000042912118643 | 6000000042912505953 | 6000000042912442999 | 6000000002837444930
60	145	14	66	60	63	0	Yoshitomo Ichigaku Takaoka | Yoshiyori Takaoka | NN Takaoka | Yoshikane Takaoka | Yoshinaga Kamon-no-suke Takaoka	6000000012528991364 | 6000000012528927657 | 6000000012559743335 | 6000000012559652739 | 6000000012528929604
60	146	14	66	60	63	0	国守 日下部 | 国富 日下部 | 乙長 日下部 | 治長 日下部 | 磯主 日下部	6000000001874711006 | 6000000001874661116 | 6000000001874561493 | 6000000001874664264 | 6000000001874541566
60	147	14	64	60	62	0	Agiatis | Agesípolis III | Agiatis | Cleomenes III | Cratesicleia	6000000025864346132 | 6000000025864306686 | 6000000025864529976 | 6000000025864204283 | 6000000025864564001
60	148	14	62	60	61	0	Abraham Barda | Arlette Couca Mimouni | Gilberte Baya Mimouni | Gérard Barda | Raymond Khamous Hayoun	6000000224495169888 | 6000000224234511943 | 6000000224234438960 | 6000000224495173904 | 6000000224376820865
60	149	14	61	60	60	0	Esther Gherib | Jacob Benhaïm | Raphaël Draï | Sion Benhaïm | Fortunée Guedj	6000000054885849036 | 6000000054885825013 | 6000000055077050059 | 6000000054885251353 | 6000000054824490078
60	150	14	61	60	60	0	(no label) | (private) | (no label) | (no label) | (private)	6000000031602308920 | 6000000172915122930 | 6000000172915122924 | 6000000172915122918 | 6000000031593101880
60	151	13	66	60	63	0	[27] bint Fulan | [26] bint Fulan | [27] Nala Perana Tunggawarmandewa bin Nala Singawarman | [25] bint Fulan | [26] Nala Singawarman bin Jaya Tungga Nagawarman	6000000040958468076 | 6000000040958518055 | 6000000040958490018 | 6000000040958629898 | 6000000040958313569
60	152	13	64	60	61	0	r' nusen | r' hine | (no label) | Abba ben Nathan | Mikah ha-David	6000000006955328062 | 6000000006955024525 | 6000000021118595337 | 6000000010258093420 | 6000000005747693309
60	153	13	64	60	63	0	建章 TAN 陳 | 建童 TAN 陳 | 君商 TAN 陳 | 君慕 TAN 陳 | 君稱 TAN 陳	6000000039575405995 | 6000000039575085435 | 6000000039575229189 | 6000000039575448909 | 6000000039574955130
60	154	13	62	60	61	0	(private) | Abraham Albert Norbert Arous | Denis Sacksick | Franck Sacksick | Jonathan Sacksick	6000000039853765956 | 6000000175546931908 | 6000000039845728915 | 6000000039845719115 | 6000000039845363476
60	155	13	61	60	60	0	(no label) | Henry Hillel Bakis | Khalfa René Moreli | Marceline Messaouda Bakis | (no label)	6000000203773053416 | 6000000114592412833 | 6000000204124195527 | 6000000114593003821 | 6000000204122816293
60	156	12	71	60	66	0	Abdullah bin Muhammed al-Bakir | Musa al-Quadim | Umar | Taji Allah | Yahya	6000000017597629571 | 6000000017597658374 | 6000000017597636913 | 6000000017597811363 | 6000000017598102016
60	157	12	71	60	66	0	Bahurath | Ripunjay | Suvir | Kshemya | Ugrayudh	6000000009709016674 | 6000000009709192921 | 6000000009709033546 | 6000000009709203358 | 6000000009709026952
60	158	12	70	60	65	0	Motonori Taki Tanba | Mototaka Taki Tanba | Motoen Kanpo Tanba | Motokatsu Kanpo Tanba | Motonao Kanpo Tanba	6000000227351174975 | 6000000227351216851 | 6000000227351315822 | 6000000227351269845 | 6000000227351241860
60	159	12	69	60	65	0	Dájiān Chén 145, 104, 57, 22, 21 | Zhàoróng Chén 144, 103, 56, 21, 20 | Zōngwěi zì Wěizhāng Chén 143, 102, 55, 20, 19 | Érchéng Chén 142, 101, 54, 19, 18 | Guāngyún Chén 141, 100, 53, 18, 17	6000000175078970282 | 6000000175076978650 | 6000000174772002856 | 6000000174457293380 | 6000000174456332608
60	160	12	69	60	64	0	(宜) 陳 | (學 陳 | (良) 陳 | 陳聽潮 陳 | (擢) 陳	6000000023390995943 | 6000000023392417847 | 6000000023392404846 | 6000000023392106913 | 6000000023391894185
60	161	12	67	60	63	0	Ay | Dedumesiu I | NN | Dedumesiu II | Senebmio	6000000000078467535 | 6000000021767174721 | 4662713512450039092 | 6000000021767445907 | 6000000021767307246
60	162	12	64	60	62	0	竹溪 TAN 陳 | 竹野 TAN 陳 | 德諒 TAN 陳 | 德謙 TAN 陳 | Version 3 for descendents of 景雍 TAN 陳	6000000039572730787 | 6000000039573073909 | 6000000039572989111 | 6000000039572896230 | 6000000039684673878
60	163	12	63	60	62	0	(private) | Adam Licht | (no label) | (no label) | (private)	6000000002200625316 | 6000000047417879261 | 6000000216925233839 | 6000000216925301843 | 6000000192504677821
60	164	12	62	60	61	0	(no label) | (no label) | (no label) | (no label) | (no label)	6000000175524567886 | 6000000179265408826 | 6000000179265293935 | 6000000175524567870 | 6000000175524567863
60	165	12	62	60	62	0	(no label) | (private) | (private) | (private) | (private)	6000000019221450098 | 6000000019221585023 | 6000000019221585019 | 6000000019221585015 | 6000000019221585011
60	166	12	62	60	61	0	Antimachus | Antimachus | Euboea of Chalcis | Euthydemus II | Pantaleon	6000000202777917822 | 6000000202777622839 | 6000000202778204825 | 6000000202777977821 | 6000000202777779830
60	167	12	61	60	60	0	Messaouda Zaoui | Takouna Halimi | Tefaha Zerbib | Abraham Halimi | Beya Halimi	6000000176117412901 | 6000000074675247030 | 6000000034319243846 | 6000000206249234828 | 6000000059327749898
60	168	12	61	60	60	0	Baka Louise Chemla | Isabelle Flore Bedoucha | Rose Teffaha Julie Nakache | Ruben André Bedoucha | Berthe Sassia Bedoucha	6000000175885249822 | 6000000176066270823 | 6000000032842733768 | 6000000175885261822 | 6000000038293550350
60	169	11	70	60	65	0	聰 郭 | 長源 郭 | 組蕙 郭 | 茂 郭 | 冕 郭	6000000044370466836 | 6000000044369885469 | 6000000044370528846 | 6000000044370306257 | 6000000044370497931
60	170	11	67	60	65	0	Gadhi | KUSHANABHA KUSHA | Kushambhu | Tanaya | Vasu	6000000009706282203 | 6000000019295376272 | 6000000009706134888 | 6000000009706247222 | 6000000009705774090
60	171	11	66	60	62	7	고 보 연 | 고 흥 안 | 고 나 운 | 고 조 다 | 고 거 련	6000000028246818418 | 6000000028246945961 | 6000000028246622301 | 6000000028246919145 | 6000000028246566450
60	172	11	64	60	62	0	SAUDAS SUDAAS | SUDAAS & SARVAKAMA | SARVAKAMA II SAUDAS (MITRASAH) | SHRUTUPARNA & PRATAYU | (no label)	6000000018322362856 | 6000000018323873444 | 6000000018324024795 | 6000000018323452593 | 6000000020623588677
60	173	11	64	60	61	0	均惠 TAN 陳 | 均茂 TAN 陳 | 世玉 TAN 陳 | 子玨 TAN 陳 | 太光 TAN 陳	6000000039686027745 | 6000000039686319534 | 6000000039686331134 | 6000000039686456373 | 6000000039685292944
60	174	11	64	60	63	0	仲燮 TAN 陳 | 伯壎 TAN 陳 | 伯慶 TAN 陳 | 伯祝 TAN 陳 | 候庸 TAN 陳	6000000039688940852 | 6000000039688696834 | 6000000039688876882 | 6000000039688475064 | 6000000039688484116
60	175	11	63	60	62	0	貞學 曾 | 貞柯 曾 | 貞魁 曾 | 貞黌 曾 | 聞揚 曾	6000000013867820134 | 6000000013867678909 | 6000000013867800088 | 6000000013867482614 | 6000000013867769035
60	176	10	69	60	65	0	Dà Yǔ 大禹 Zhāng 張 | Shèng 勝 Zhāng 張 | Hòu 厚 Zhāng 張 | Tíng Bīn 廷賓 Zhāng 張 | Pèi 佩 Zhāng 張	6000000010485748066 | 6000000010486433218 | 6000000010485703009 | 6000000010486436230 | 6000000010485787034
60	177	10	69	60	65	0	Sung Wai 崇槐 Chin | 理尊 陳 | 定翕 陳 | 常永 陳 | 常永 陳	6000000001709406121 | 6000000086357324903 | 6000000086357366838 | 6000000086357256854 | 6000000086357098845
60	178	10	67	60	64	0	rodbagh sassan | raja papak | raja sassan-seistan | grand high priest of istakhr | raja papak	6000000005935510326 | 6000000005935286847 | 6000000005935421912 | 6000000005936114136 | 6000000005935845737
60	179	10	66	60	64	0	PRACHETA Durmad | TOTAL 100 SONS PRACETA | DURMAD Dhrita | PRACETA DURMADA | DHRITA Dharma	6000000009710258025 | 6000000021210909657 | 6000000009710389342 | 6000000021131540211 | 6000000009710292729
60	180	10	65	60	62	0	Jethwa Dynasty of Gujarat | Jethi-dhwaja | MAIYARAB Foster father of MACCHANU I | Mod-dhwaja | MAKARDHWAJA	6000000051957473017 | 6000000051957437068 | 6000000020638649021 | 6000000051957621861 | 6000000020638503529
60	181	10	65	60	62	0	Kunino-tokotachi-no-mikoto | Kunino-sazuchi-no-mikoto | Toyokumunu-no-mikoto | Suijini-no-mikoto | Uijini-no-mikoto	6000000012788046985 | 6000000012788442459 | 6000000012788364479 | 6000000012789309257 | 6000000012788251792
60	182	10	64	60	63	0	德謀 TAN 陳 | 德謙 TAN 陳 | 陳德諒 TAN 陳 | 君輔 TAN 陳 | 君黼 TAN 陳	6000000039630847957 | 6000000039629957714 | 6000000039630622611 | 6000000039630742220 | 6000000039630479766
60	183	10	64	60	62	0	Bhuddavarman | Bhuddyankuran | NN | Skandavarman I | NN bint Fulan	6000000041021367747 | 6000000041021837428 | 6000000041022095298 | 6000000041021977424 | 6000000040954716849
60	184	10	63	60	61	0	Hoori no Mikoto | Furutama no Mikoto | Izanagi | Inahi no Mikoto | Itsuse no Mikoto	6000000227348124862 | 6000000227347981951 | 6000000210406507821 | 6000000001831687587 | 6000000001831631866
60	185	10	63	60	62	0	事代主神 | 媛蹈鞴五十鈴媛命 伊須気余理比売 | 神武 天皇 | 五十鈴依媛命（紀） | 綏靖 天皇	6000000133698865832 | 6000000133698688944 | 6000000133694043322 | 6000000133698682841 | 6000000133698170954
60	186	10	62	60	62	0	(private) | (private) | (private) | (private) | (no label)	6000000083428740030 | 6000000083427749724 | 6000000083428413369 | 6000000083389500525 | 6000000083427852507
60	187	10	61	60	61	0	Chaloum Guedj | Eliaou Guedj | Rachel Guedj | Rahmim Chemla | Simon Guedj	6000000028542385987 | 6000000075038440880 | 6000000029761350863 | 6000000038317116009 | 6000000042331845370
60	188	10	61	60	60	0	(private) | deborah Zekri | (private) | (no label) | (no label)	6000000020485645356 | 6000000020485610201 | 6000000020485580279 | 6000000203803754112 | 6000000203803754107
60	189	9	64	60	62	0	櫛月 | 櫛甕前 | 櫛甕嶋海 | 櫛田 | 津狭	6000000001893384233 | 6000000001893333667 | 6000000001893421603 | 6000000001893286874 | 6000000001893315337
60	190	9	63	60	62	0	貞代 曾 | 貞住 曾 | 貞修 曾 | 貞偉 曾 | 聞箎 曾	6000000013867537639 | 6000000013867789342 | 6000000013867623455 | 6000000013867820292 | 6000000013867808323
60	191	9	63	60	62	0	(private) | (private) | (private) | Cari lea Akerley | (private)	6000000055571051993 | 6000000055570876940 | 6000000055571092835 | 6000000055570364952 | 6000000055571051945
60	192	9	63	60	62	0	Chén Jǐnjūn 陳覲君 | Chén Yùjūn 陳遇君 | Chén Zhēngjūn 陳正君 | Chén Sīdá 陳思達 | Chén Sījìng 陳思敬	6000000003934362861 | 6000000003934365681 | 6000000003934461459 | 6000000003934272706 | 6000000003934407214
60	193	9	63	60	62	0	Went to 乾塘 Tan 陳 | Went to 東厝 Tan 陳 | Went to 西厝 Tan 陳 | 君化 Tan 陳 | 君寶 Tan 陳	6000000039639656597 | 6000000039640203956 | 6000000039640060959 | 6000000020505551154 | 6000000020505367733
60	194	9	62	60	62	0	Céngkuān 曾寬 Chén 陳 | Céngzhèng 曾正 Chén 陳 | Duān 端 Chén 陳 | Jiā 加 Chén 陳 | Xiū 修 Chén 陳	6000000018819220284 | 6000000018819054684 | 6000000018818520633 | 6000000018819309287 | 6000000018819403034
60	195	9	62	60	61	0	(private) | (private) | (private) | (private) | (private)	6000000010056777935 | 6000000010056765908 | 6000000010056647768 | 6000000010055252981 | 6000000010056869654
60	196	9	62	60	61	0	(private) | (private) | (private) | (private) | (private)	6000000010057272276 | 6000000010057180548 | 6000000010057238350 | 6000000010057148824 | 6000000010056661958
60	197	9	62	60	61	0	Radjendrawarman bin Atwangga | Karang Kelungsu bint Kudungga | Putri Ragel Mayang bint Kudungga | Ragel Kemuning bint Kudungga | Ragel Mayang Sari bint Kudungga	6000000040309680741 | 6000000040310175122 | 6000000040310213050 | 6000000040309888703 | 6000000040310272142
60	198	8	67	60	64	0	JAYA Sankriti | SANKRITI Jayasena | JAYASENA Hīna | HĪNA Sahadeva | SAHADEVA Haryabala	6000000009705472220 | 6000000009704972064 | 6000000009705372562 | 6000000009705444326 | 6000000009705211658
60	199	8	67	60	64	0	Nakhman | Yosef II Yoseph II | Eliya | Azarya II | Laemel	6000000041273289160 | 6000000041273498900 | 6000000041273399149 | 6000000041273382056 | 6000000041273278158
60	200	8	64	60	62	0	德讓 TAN 陳 | Version 2 for descendents of 景雍 TAN 陳 | 君安 TAN 陳 | TAN 陳 | Version 2 for descendents of 景雍 TAN 陳	6000000039573118457 | 6000000039684563175 | 6000000039573210284 | 6000000039572936773 | 6000000039684615135
60	201	8	64	60	62	0	恪齋 TAN 陳 | 德讓 TAN 陳 | 君化 TAN 陳 | 君安 TAN 陳 | Version 3 for descendents of 景雍 TAN 陳	6000000039574106287 | 6000000039573947414 | 6000000039574234889 | 6000000039574182980 | 6000000039684540050
60	202	8	64	60	63	0	Went to 海澄 Tan 陳 | Went to 海陽 Tan 陳 | 恪齋 Tan 陳 | 德應 Tan 陳 | 德讓 Tan 陳	6000000039639171772 | 6000000039639864423 | 6000000020505306598 | 6000000020505140620 | 6000000020505502747
60	203	8	63	60	62	0	Grand-Mother Biological Unk-Mother | Walter John Limbacher SR | Grand-Father Biological Unk-Father | John G Helwig | Agnes Barbara Rebmann	6000000150807615958 | 6000000112921042875 | 6000000150807615886 | 6000000150807616123 | 6000000150807615892
60	204	8	63	60	61	0	Marg Diem | Hans Simon Diem | Catherina Müller | Maria Diem | Michael Diem	6000000119337803824 | 6000000119337706843 | 6000000119337066943 | 6000000119337728821 | 6000000010896833343
60	205	8	63	60	62	0	N/A (Permaisuri Raja Armenia IX) | Orontes I | Ardashir (Raja Armenia IX) | N/A (Permaisuri Raja Armenia VIII) | Hidarnes III (Raja Armenia VIII)	6000000018951890888 | 6000000054424942013 | 6000000018952449014 | 6000000018952219291 | 6000000123523381821
60	206	8	62	60	62	0	Aparajitavarman | NN | NN | Nripatungavarman | NN	6000000041029585880 | 6000000041029204138 | 6000000041029553864 | 6000000041029600850 | 6000000041029408090
60	207	8	61	60	61	0	(private) | (private) | (private) | (private) | (private)	6000000001898615742 | 6000000001898456180 | 6000000001899450466 | 6000000004964437798 | 6000000001898540367
60	208	8	61	60	61	0	(no label) | (private) | (private) | Didier zyserman | (private)	6000000133260655834 | 6000000133260237821 | 6000000132884053957 | 6000000132883832844 | 6000000132884824857
60	209	8	61	60	60	0	Meyer Clément Adda | Benjamin Amram | Jacob Amram | Maklouf Lucien Amram | Née Sans Vie Amram	6000000054823954974 | 6000000054823675894 | 6000000176710263907 | 6000000182573819821 | 6000000182573667830
60	210	8	61	60	61	0	(private) | (private) | (private) | (private) | Abraham Zaffran	6000000077640315132 | 6000000018699743012 | 6000000015312330928 | 6000000003403562977 | 6000000000759006726
60	211	7	66	60	63	0	東明聖王 | 温祚王 | 多婁王 | 己婁王 | 蓋婁王	6000000008120096294 | 6000000008119372949 | 6000000008120095271 | 6000000008119439714 | 6000000008119372941
60	212	7	66	60	63	0	Munemitsu Tokuzaemon Takaoka | Munetaka Kazaemon Takaoka | Muneyoshi Kan'emon Takaoka | Munekatsu Ryoan Takaoka | Sukefusa Shimanokami Takaoka	6000000217686560914 | 6000000217686902822 | 6000000217686915834 | 6000000217686810871 | 6000000217687043825
